x,y,numerical_real,numerical_imag,density
1.2826446280991735e+01,-1.4413223140495868e+01,-5.4901631870706151e-08,1.7759025550541632e-07,3.4552488032545588e-14
1.3090909090909093e+01,-1.4413223140495868e+01,8.8961344385460612e-09,2.1633082258190496e-07,4.6878166006912328e-14
1.3355371900826448e+01,-1.4413223140495868e+01,-1.6735908734706620e-08,2.0249151558989637e-07,4.1282904527069673e-14
1.3619834710743802e+01,-1.4413223140495868e+01,-9.8005057941849095e-09,2.0509798371063377e-07,4.2161232835989247e-14
1.3884297520661157e+01,-1.4413223140495868e+01,-2.2933861459481692e-08,2.1220157329222305e-07,4.5555469709137416e-14
1.4148760330578511e+01,-1.4413223140495868e+01,6.5965603920706138e-08,1.9986472378539123e-07,4.4297368714434212e-14
1.4413223140495870e+01,-1.4413223140495868e+01,3.6046649707071237e-08,2.2767850728275259e-07,5.3136863633606722e-14
1.4677685950413224e+01,-1.4413223140495868e+01,2.9977008702244596e-08,1.8457357871713661e-07,3.4966027011185471e-14
1.4942148760330578e+01,-1.4413223140495868e+01,1.9750371050597557e-08,2.2722001402984019e-07,5.2019011932357055e-14
1.5206611570247937e+01,-1.4413223140495868e+01,5.7291888641882089e-08,1.6759224231050599e-07,3.1369520186817170e-14
1.5471074380165291e+01,-1.4413223140495868e+01,2.3609221509175404e-08,2.2649559415069989e-07,5.1857649509947867e-14
1.5735537190082646e+01,-1.4413223140495868e+01,-9.8506076261136542e-09,1.5727029158265782e-07,2.4830979085097859e-14
-1.6000000000000000e+01,-1.4148760330578511e+01,-6.7360219350629093e-08,-1.8846194575935522e-09,4.5409509414648062e-15
-1.5735537190082646e+01,-1.4148760330578511e+01,-6.7473207260611082e-08,1.8873976184835708e-08,4.9088606750591257e-15
-1.5471074380165289e+01,-1.4148760330578511e+01,-8.9931647538849490e-08,-2.1847786996245006e-10,8.0877489616315157e-15
-1.5206611570247933e+01,-1.4148760330578511e+01,-8.0061963732787516e-08,-2.9839002204841452e-09,6.4188216972759893e-15
-1.4942148760330578e+01,-1.4148760330578511e+01,-9.6477420233253960e-08,2.8987801339885555e-09,9.3162955411290867e-15
-1.4677685950413224e+01,-1.4148760330578511e+01,-9.0899607462385324e-08,8.5047111692882344e-09,8.3350687488887539e-15
-1.4413223140495868e+01,-1.4148760330578511e+01,-9.1212953326060581e-08,2.7009469776311869e-10,8.3198758056078652e-15
-1.4148760330578511e+01,-1.4148760330578511e+01,-8.0531235737753574e-08,-1.9362690864885148e-09,6.4890290674249291e-15
-1.3884297520661157e+01,-1.4148760330578511e+01,-6.8993625491971868e-08,2.8099609937271481e-08,5.5497084371532766e-15
-1.3619834710743802e+01,-1.4148760330578511e+01,-6.4067736975293995e-08,2.8539580659721135e-08,4.9191825853681826e-15
-1.3355371900826446e+01,-1.4148760330578511e+01,-4.6405107045837812e-08,2.6495015188306857e-08,2.8554197897642771e-15
-1.3090909090909090e+01,-1.4148760330578511e+01,-4.7686318225770488e-08,1.2196007877472111e-08,2.4227275540768125e-15
-1.2826446280991735e+01,-1.4148760330578511e+01,-2.5307405975499615e-08,3.1704405152306646e-08,1.6456341032703619e-15
-1.2561983471074381e+01,-1.4148760330578511e+01,-3.6949866745122761e-08,1.1583321256352642e-08,1.4994659838102000e-15
-1.2297520661157025e+01,-1.4148760330578511e+01,-1.8693841994780677e-08,3.0738714608781748e-09,3.5890841428382695e-16
-1.2033057851239668e+01,-1.4148760330578511e+01,-4.4530837017091280e-08,-5.0131336940224947e-09,2.0081269548768907e-15
-1.1768595041322314e+01,-1.4148760330578511e+01,-3.0073162127886648e-08,2.2090942599826667e-08,1.3924048253189923e-15
-1.1504132231404959e+01,-1.4148760330578511e+01,-6.3886793933951298e-08,8.9881548524355735e-09,4.1623093668105175e-15
-1.1239669421487603e+01,-1.4148760330578511e+01,-5.6830086898045130e-08,1.6380516688218375e-09,3.2323419901090908e-15
-1.0975206611570247e+01,-1.4148760330578511e+01,-9.1394929152272065e-08,8.5904119702318784e-10,8.3537710265270145e-15
-1.0710743801652892e+01,-1.4148760330578511e+01,-8.5322426476066819e-08,1.1424783371961173e-08,7.4104421348600689e-15
-1.0446280991735538e+01,-1.4148760330578511e+01,-1.1537485911359828e-07,1.0160224976185873e-09,1.3312390417198319e-14
-1.0181818181818182e+01,-1.4148760330578511e+01,-1.0610417589909130e-07,-1.2016463788659940e-08,1.1402491545209481e-14
-9.9173553719008254e+00,-1.4148760330578511e+01,-1.0925524761332530e-07,1.0962357540015935e-08,1.2056882413884167e-14
-9.6528925619834709e+00,-1.4148760330578511e+01,-9.2959946175736317e-08,2.2122582427538747e-08,9.1309602462590405e-15
-9.3884297520661164e+00,-1.4148760330578511e+01,-9.5414223007975369e-08,2.7694408089917931e-08,9.8708541916665687e-15
-9.1239669421487601e+00,-1.4148760330578511e+01,-8.7263803833822654e-08,7.0535856507813921e-09,7.6647245300807908e-15
-8.8595041322314039e+00,-1.4148760330578511e+01,-6.7808391343669268e-08,2.8140213900528207e-08,5.3898495749836823e-15
-8.5950413223140494e+00,-1.4148760330578511e+01,-6.4780255872919029e-08,1.1340678920868815e-08,4.3250925493470990e-15
-8.3305785123966949e+00,-1.4148760330578511e+01,-5.5728649828681416e-08,4.2275139976360382e-10,3.1058611304737951e-15
-8.0661157024793386e+00,-1.4148760330578511e+01,-7.1608465375924585e-08,-3.1267114384607282e-08,6.1054047554351058e-15
-7.8016528925619824e+00,-1.4148760330578511e+01,-4.1618135354035965e-08,-1.0106109193716623e-08,1.8342026333821820e-15
-7.5371900826446279e+00,-1.4148760330578511e+01,-6.6191332443481967e-08,-2.1498785076797384e-08,4.8434902504218742e-15
-7.2727272727272734e+00,-1.4148760330578511e+01,-6.1985882604118369e-08,-2.6886581286716308e-08,4.5651378954987481e-15
-7.0082644628099171e+00,-1.4148760330578511e+01,-1.1510546685378240e-07,-4.2082720918633745e-08,1.5020223899542814e-14
-6.7438016528925608e+00,-1.4148760330578511e+01,-1.0335554329512974e-07,-2.3021814185939021e-08,1.1212372258243342e-14
-6.4793388429752063e+00,-1.4148760330578511e+01,-1.6509629631764101e-07,-2.1776579713142349e-08,2.7731006481805167e-14
-6.2148760330578519e+00,-1.4148760330578511e+01,-1.7702550875526095e-07,-4.3216676479288953e-08,3.3205711875974500e-14
-5.9504132231404956e+00,-1.4148760330578511e+01,-2.4070481261421129e-07,-3.8686564587211124e-08,5.9435457095203029e-14
-5.6859504132231393e+00,-1.4148760330578511e+01,-2.1633434791841895e-07,-3.1700630294747443e-08,4.7805480050371798e-14
-5.4214876033057848e+00,-1.4148760330578511e+01,-2.6530793004580844e-07,6.9911588033091763e-09,7.0437174046604670e-14
